#,Image URL,Name,Subtitle,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
0490,https://img.pokemondb.net/sprites/scarlet-violet/icon/manaphy.png,Manaphy,,['Water'],600,100,100,100,100,100,100
0491,https://img.pokemondb.net/sprites/scarlet-violet/icon/darkrai.png,Darkrai,,['Dark'],600,70,90,90,135,90,125
0492,https://img.pokemondb.net/sprites/scarlet-violet/icon/shaymin-land.png,Shaymin,Land Forme,['Grass'],600,100,100,100,100,100,100
0492,https://img.pokemondb.net/sprites/scarlet-violet/icon/shaymin-sky.png,Shaymin,Sky Forme,"['Grass', 'Flying']",600,100,103,75,120,75,127
0493,https://img.pokemondb.net/sprites/scarlet-violet/icon/arceus.png,Arceus,,['Normal'],720,120,120,120,120,120,120
0494,https://img.pokemondb.net/sprites/scarlet-violet/icon/victini.png,Victini,,"['Psychic', 'Fire']",600,100,100,100,100,100,100
0495,https://img.pokemondb.net/sprites/scarlet-violet/icon/snivy.png,Snivy,,['Grass'],308,45,45,55,45,55,63
0496,https://img.pokemondb.net/sprites/scarlet-violet/icon/servine.png,Servine,,['Grass'],413,60,60,75,60,75,83
0497,https://img.pokemondb.net/sprites/scarlet-violet/icon/serperior.png,Serperior,,['Grass'],528,75,75,95,75,95,113
0498,https://img.pokemondb.net/sprites/scarlet-violet/icon/tepig.png,Tepig,,['Fire'],308,65,63,45,45,45,45
0499,https://img.pokemondb.net/sprites/scarlet-violet/icon/pignite.png,Pignite,,"['Fire', 'Fighting']",418,90,93,55,70,55,55
0500,https://img.pokemondb.net/sprites/scarlet-violet/icon/emboar.png,Emboar,,"['Fire', 'Fighting']",528,110,123,65,100,65,65
0501,https://img.pokemondb.net/sprites/scarlet-violet/icon/oshawott.png,Oshawott,,['Water'],308,55,55,45,63,45,45
0502,https://img.pokemondb.net/sprites/scarlet-violet/icon/dewott.png,Dewott,,['Water'],413,75,75,60,83,60,60
0503,https://img.pokemondb.net/sprites/scarlet-violet/icon/samurott.png,Samurott,,['Water'],528,95,100,85,108,70,70
0503,https://img.pokemondb.net/sprites/scarlet-violet/icon/samurott-hisuian.png,Samurott,Hisuian Samurott,"['Water', 'Dark']",528,90,108,80,100,65,85
0504,https://img.pokemondb.net/sprites/scarlet-violet/icon/patrat.png,Patrat,,['Normal'],255,45,55,39,35,39,42
0505,https://img.pokemondb.net/sprites/scarlet-violet/icon/watchog.png,Watchog,,['Normal'],420,60,85,69,60,69,77
0506,https://img.pokemondb.net/sprites/scarlet-violet/icon/lillipup.png,Lillipup,,['Normal'],275,45,60,45,25,45,55
0507,https://img.pokemondb.net/sprites/scarlet-violet/icon/herdier.png,Herdier,,['Normal'],370,65,80,65,35,65,60
0508,https://img.pokemondb.net/sprites/scarlet-violet/icon/stoutland.png,Stoutland,,['Normal'],500,85,110,90,45,90,80
0509,https://img.pokemondb.net/sprites/scarlet-violet/icon/purrloin.png,Purrloin,,['Dark'],281,41,50,37,50,37,66
0510,https://img.pokemondb.net/sprites/scarlet-violet/icon/liepard.png,Liepard,,['Dark'],446,64,88,50,88,50,106
0511,https://img.pokemondb.net/sprites/scarlet-violet/icon/pansage.png,Pansage,,['Grass'],316,50,53,48,53,48,64
0512,https://img.pokemondb.net/sprites/scarlet-violet/icon/simisage.png,Simisage,,['Grass'],498,75,98,63,98,63,101
0513,https://img.pokemondb.net/sprites/scarlet-violet/icon/pansear.png,Pansear,,['Fire'],316,50,53,48,53,48,64
0514,https://img.pokemondb.net/sprites/scarlet-violet/icon/simisear.png,Simisear,,['Fire'],498,75,98,63,98,63,101
0515,https://img.pokemondb.net/sprites/scarlet-violet/icon/panpour.png,Panpour,,['Water'],316,50,53,48,53,48,64
0516,https://img.pokemondb.net/sprites/scarlet-violet/icon/simipour.png,Simipour,,['Water'],498,75,98,63,98,63,101
0517,https://img.pokemondb.net/sprites/scarlet-violet/icon/munna.png,Munna,,['Psychic'],292,76,25,45,67,55,24
0518,https://img.pokemondb.net/sprites/scarlet-violet/icon/musharna.png,Musharna,,['Psychic'],487,116,55,85,107,95,29
0519,https://img.pokemondb.net/sprites/scarlet-violet/icon/pidove.png,Pidove,,"['Normal', 'Flying']",264,50,55,50,36,30,43
0520,https://img.pokemondb.net/sprites/scarlet-violet/icon/tranquill.png,Tranquill,,"['Normal', 'Flying']",358,62,77,62,50,42,65
0521,https://img.pokemondb.net/sprites/scarlet-violet/icon/unfezant.png,Unfezant,,"['Normal', 'Flying']",488,80,115,80,65,55,93
0522,https://img.pokemondb.net/sprites/scarlet-violet/icon/blitzle.png,Blitzle,,['Electric'],295,45,60,32,50,32,76
0523,https://img.pokemondb.net/sprites/scarlet-violet/icon/zebstrika.png,Zebstrika,,['Electric'],497,75,100,63,80,63,116
0524,https://img.pokemondb.net/sprites/scarlet-violet/icon/roggenrola.png,Roggenrola,,['Rock'],280,55,75,85,25,25,15
0525,https://img.pokemondb.net/sprites/scarlet-violet/icon/boldore.png,Boldore,,['Rock'],390,70,105,105,50,40,20
0526,https://img.pokemondb.net/sprites/scarlet-violet/icon/gigalith.png,Gigalith,,['Rock'],515,85,135,130,60,80,25
0527,https://img.pokemondb.net/sprites/scarlet-violet/icon/woobat.png,Woobat,,"['Psychic', 'Flying']",323,65,45,43,55,43,72
0528,https://img.pokemondb.net/sprites/scarlet-violet/icon/swoobat.png,Swoobat,,"['Psychic', 'Flying']",425,67,57,55,77,55,114
0529,https://img.pokemondb.net/sprites/scarlet-violet/icon/drilbur.png,Drilbur,,['Ground'],328,60,85,40,30,45,68
0530,https://img.pokemondb.net/sprites/scarlet-violet/icon/excadrill.png,Excadrill,,"['Ground', 'Steel']",508,110,135,60,50,65,88
0531,https://img.pokemondb.net/sprites/scarlet-violet/icon/audino.png,Audino,,['Normal'],445,103,60,86,60,86,50
0531,https://img.pokemondb.net/sprites/scarlet-violet/icon/audino-mega.png,Audino,Mega Audino,"['Normal', 'Fairy']",545,103,60,126,80,126,50
0532,https://img.pokemondb.net/sprites/scarlet-violet/icon/timburr.png,Timburr,,['Fighting'],305,75,80,55,25,35,35
0533,https://img.pokemondb.net/sprites/scarlet-violet/icon/gurdurr.png,Gurdurr,,['Fighting'],405,85,105,85,40,50,40
0534,https://img.pokemondb.net/sprites/scarlet-violet/icon/conkeldurr.png,Conkeldurr,,['Fighting'],505,105,140,95,55,65,45
0535,https://img.pokemondb.net/sprites/scarlet-violet/icon/tympole.png,Tympole,,['Water'],294,50,50,40,50,40,64
0536,https://img.pokemondb.net/sprites/scarlet-violet/icon/palpitoad.png,Palpitoad,,"['Water', 'Ground']",384,75,65,55,65,55,69
0537,https://img.pokemondb.net/sprites/scarlet-violet/icon/seismitoad.png,Seismitoad,,"['Water', 'Ground']",509,105,95,75,85,75,74
0538,https://img.pokemondb.net/sprites/scarlet-violet/icon/throh.png,Throh,,['Fighting'],465,120,100,85,30,85,45
0539,https://img.pokemondb.net/sprites/scarlet-violet/icon/sawk.png,Sawk,,['Fighting'],465,75,125,75,30,75,85
0540,https://img.pokemondb.net/sprites/scarlet-violet/icon/sewaddle.png,Sewaddle,,"['Bug', 'Grass']",310,45,53,70,40,60,42
0541,https://img.pokemondb.net/sprites/scarlet-violet/icon/swadloon.png,Swadloon,,"['Bug', 'Grass']",380,55,63,90,50,80,42
0542,https://img.pokemondb.net/sprites/scarlet-violet/icon/leavanny.png,Leavanny,,"['Bug', 'Grass']",500,75,103,80,70,80,92
0543,https://img.pokemondb.net/sprites/scarlet-violet/icon/venipede.png,Venipede,,"['Bug', 'Poison']",260,30,45,59,30,39,57
0544,https://img.pokemondb.net/sprites/scarlet-violet/icon/whirlipede.png,Whirlipede,,"['Bug', 'Poison']",360,40,55,99,40,79,47
0545,https://img.pokemondb.net/sprites/scarlet-violet/icon/scolipede.png,Scolipede,,"['Bug', 'Poison']",485,60,100,89,55,69,112
0546,https://img.pokemondb.net/sprites/scarlet-violet/icon/cottonee.png,Cottonee,,"['Grass', 'Fairy']",280,40,27,60,37,50,66
0547,https://img.pokemondb.net/sprites/scarlet-violet/icon/whimsicott.png,Whimsicott,,"['Grass', 'Fairy']",480,60,67,85,77,75,116
0548,https://img.pokemondb.net/sprites/scarlet-violet/icon/petilil.png,Petilil,,['Grass'],280,45,35,50,70,50,30
0549,https://img.pokemondb.net/sprites/scarlet-violet/icon/lilligant.png,Lilligant,,['Grass'],480,70,60,75,110,75,90
0549,https://img.pokemondb.net/sprites/scarlet-violet/icon/lilligant-hisuian.png,Lilligant,Hisuian Lilligant,"['Grass', 'Fighting']",480,70,105,75,50,75,105
0550,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculin-red-striped.png,Basculin,Red-Striped Form,['Water'],460,70,92,65,80,55,98
0550,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculin-blue-striped.png,Basculin,Blue-Striped Form,['Water'],460,70,92,65,80,55,98
0550,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculin-white-striped.png,Basculin,White-Striped Form,['Water'],460,70,92,65,80,55,98
0551,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandile.png,Sandile,,"['Ground', 'Dark']",292,50,72,35,35,35,65
0552,https://img.pokemondb.net/sprites/scarlet-violet/icon/krokorok.png,Krokorok,,"['Ground', 'Dark']",351,60,82,45,45,45,74
0553,https://img.pokemondb.net/sprites/scarlet-violet/icon/krookodile.png,Krookodile,,"['Ground', 'Dark']",519,95,117,80,65,70,92
0554,https://img.pokemondb.net/sprites/scarlet-violet/icon/darumaka.png,Darumaka,,['Fire'],315,70,90,45,15,45,50
0554,https://img.pokemondb.net/sprites/scarlet-violet/icon/darumaka-galarian.png,Darumaka,Galarian Darumaka,['Ice'],315,70,90,45,15,45,50
0555,https://img.pokemondb.net/sprites/scarlet-violet/icon/darmanitan-standard.png,Darmanitan,Standard Mode,['Fire'],480,105,140,55,30,55,95
0555,https://img.pokemondb.net/sprites/scarlet-violet/icon/darmanitan-zen.png,Darmanitan,Zen Mode,"['Fire', 'Psychic']",540,105,30,105,140,105,55
0555,https://img.pokemondb.net/sprites/scarlet-violet/icon/darmanitan-galarian-standard.png,Darmanitan,Galarian Standard Mode,['Ice'],480,105,140,55,30,55,95
0555,https://img.pokemondb.net/sprites/scarlet-violet/icon/darmanitan-galarian-zen.png,Darmanitan,Galarian Zen Mode,"['Ice', 'Fire']",540,105,160,55,30,55,135
0556,https://img.pokemondb.net/sprites/scarlet-violet/icon/maractus.png,Maractus,,['Grass'],461,75,86,67,106,67,60
0557,https://img.pokemondb.net/sprites/scarlet-violet/icon/dwebble.png,Dwebble,,"['Bug', 'Rock']",325,50,65,85,35,35,55
0558,https://img.pokemondb.net/sprites/scarlet-violet/icon/crustle.png,Crustle,,"['Bug', 'Rock']",485,70,105,125,65,75,45
0559,https://img.pokemondb.net/sprites/scarlet-violet/icon/scraggy.png,Scraggy,,"['Dark', 'Fighting']",348,50,75,70,35,70,48
0560,https://img.pokemondb.net/sprites/scarlet-violet/icon/scrafty.png,Scrafty,,"['Dark', 'Fighting']",488,65,90,115,45,115,58
0561,https://img.pokemondb.net/sprites/scarlet-violet/icon/sigilyph.png,Sigilyph,,"['Psychic', 'Flying']",490,72,58,80,103,80,97
0562,https://img.pokemondb.net/sprites/scarlet-violet/icon/yamask.png,Yamask,,['Ghost'],303,38,30,85,55,65,30
0562,https://img.pokemondb.net/sprites/scarlet-violet/icon/yamask-galarian.png,Yamask,Galarian Yamask,"['Ground', 'Ghost']",303,38,55,85,30,65,30
0563,https://img.pokemondb.net/sprites/scarlet-violet/icon/cofagrigus.png,Cofagrigus,,['Ghost'],483,58,50,145,95,105,30
0564,https://img.pokemondb.net/sprites/scarlet-violet/icon/tirtouga.png,Tirtouga,,"['Water', 'Rock']",355,54,78,103,53,45,22
0565,https://img.pokemondb.net/sprites/scarlet-violet/icon/carracosta.png,Carracosta,,"['Water', 'Rock']",495,74,108,133,83,65,32
0566,https://img.pokemondb.net/sprites/scarlet-violet/icon/archen.png,Archen,,"['Rock', 'Flying']",401,55,112,45,74,45,70
0567,https://img.pokemondb.net/sprites/scarlet-violet/icon/archeops.png,Archeops,,"['Rock', 'Flying']",567,75,140,65,112,65,110
0568,https://img.pokemondb.net/sprites/scarlet-violet/icon/trubbish.png,Trubbish,,['Poison'],329,50,50,62,40,62,65
0569,https://img.pokemondb.net/sprites/scarlet-violet/icon/garbodor.png,Garbodor,,['Poison'],474,80,95,82,60,82,75
0570,https://img.pokemondb.net/sprites/scarlet-violet/icon/zorua.png,Zorua,,['Dark'],330,40,65,40,80,40,65
0570,https://img.pokemondb.net/sprites/scarlet-violet/icon/zorua-hisuian.png,Zorua,Hisuian Zorua,"['Normal', 'Ghost']",330,35,60,40,85,40,70
0571,https://img.pokemondb.net/sprites/scarlet-violet/icon/zoroark.png,Zoroark,,['Dark'],510,60,105,60,120,60,105
0571,https://img.pokemondb.net/sprites/scarlet-violet/icon/zoroark-hisuian.png,Zoroark,Hisuian Zoroark,"['Normal', 'Ghost']",510,55,100,60,125,60,110
0572,https://img.pokemondb.net/sprites/scarlet-violet/icon/minccino.png,Minccino,,['Normal'],300,55,50,40,40,40,75
0573,https://img.pokemondb.net/sprites/scarlet-violet/icon/cinccino.png,Cinccino,,['Normal'],470,75,95,60,65,60,115
0574,https://img.pokemondb.net/sprites/scarlet-violet/icon/gothita.png,Gothita,,['Psychic'],290,45,30,50,55,65,45
0575,https://img.pokemondb.net/sprites/scarlet-violet/icon/gothorita.png,Gothorita,,['Psychic'],390,60,45,70,75,85,55
0576,https://img.pokemondb.net/sprites/scarlet-violet/icon/gothitelle.png,Gothitelle,,['Psychic'],490,70,55,95,95,110,65
0577,https://img.pokemondb.net/sprites/scarlet-violet/icon/solosis.png,Solosis,,['Psychic'],290,45,30,40,105,50,20
0578,https://img.pokemondb.net/sprites/scarlet-violet/icon/duosion.png,Duosion,,['Psychic'],370,65,40,50,125,60,30
0579,https://img.pokemondb.net/sprites/scarlet-violet/icon/reuniclus.png,Reuniclus,,['Psychic'],490,110,65,75,125,85,30
0580,https://img.pokemondb.net/sprites/scarlet-violet/icon/ducklett.png,Ducklett,,"['Water', 'Flying']",305,62,44,50,44,50,55
0581,https://img.pokemondb.net/sprites/scarlet-violet/icon/swanna.png,Swanna,,"['Water', 'Flying']",473,75,87,63,87,63,98
0582,https://img.pokemondb.net/sprites/scarlet-violet/icon/vanillite.png,Vanillite,,['Ice'],305,36,50,50,65,60,44
0583,https://img.pokemondb.net/sprites/scarlet-violet/icon/vanillish.png,Vanillish,,['Ice'],395,51,65,65,80,75,59
0584,https://img.pokemondb.net/sprites/scarlet-violet/icon/vanilluxe.png,Vanilluxe,,['Ice'],535,71,95,85,110,95,79
0585,https://img.pokemondb.net/sprites/scarlet-violet/icon/deerling.png,Deerling,,"['Normal', 'Grass']",335,60,60,50,40,50,75
0586,https://img.pokemondb.net/sprites/scarlet-violet/icon/sawsbuck.png,Sawsbuck,,"['Normal', 'Grass']",475,80,100,70,60,70,95
0587,https://img.pokemondb.net/sprites/scarlet-violet/icon/emolga.png,Emolga,,"['Electric', 'Flying']",428,55,75,60,75,60,103
0588,https://img.pokemondb.net/sprites/scarlet-violet/icon/karrablast.png,Karrablast,,['Bug'],315,50,75,45,40,45,60
0589,https://img.pokemondb.net/sprites/scarlet-violet/icon/escavalier.png,Escavalier,,"['Bug', 'Steel']",495,70,135,105,60,105,20
0590,https://img.pokemondb.net/sprites/scarlet-violet/icon/foongus.png,Foongus,,"['Grass', 'Poison']",294,69,55,45,55,55,15
0591,https://img.pokemondb.net/sprites/scarlet-violet/icon/amoonguss.png,Amoonguss,,"['Grass', 'Poison']",464,114,85,70,85,80,30
0592,https://img.pokemondb.net/sprites/scarlet-violet/icon/frillish.png,Frillish,,"['Water', 'Ghost']",335,55,40,50,65,85,40
0593,https://img.pokemondb.net/sprites/scarlet-violet/icon/jellicent.png,Jellicent,,"['Water', 'Ghost']",480,100,60,70,85,105,60
0594,https://img.pokemondb.net/sprites/scarlet-violet/icon/alomomola.png,Alomomola,,['Water'],470,165,75,80,40,45,65
0595,https://img.pokemondb.net/sprites/scarlet-violet/icon/joltik.png,Joltik,,"['Bug', 'Electric']",319,50,47,50,57,50,65
0596,https://img.pokemondb.net/sprites/scarlet-violet/icon/galvantula.png,Galvantula,,"['Bug', 'Electric']",472,70,77,60,97,60,108
0597,https://img.pokemondb.net/sprites/scarlet-violet/icon/ferroseed.png,Ferroseed,,"['Grass', 'Steel']",305,44,50,91,24,86,10
0598,https://img.pokemondb.net/sprites/scarlet-violet/icon/ferrothorn.png,Ferrothorn,,"['Grass', 'Steel']",489,74,94,131,54,116,20
0599,https://img.pokemondb.net/sprites/scarlet-violet/icon/klink.png,Klink,,['Steel'],300,40,55,70,45,60,30
0600,https://img.pokemondb.net/sprites/scarlet-violet/icon/klang.png,Klang,,['Steel'],440,60,80,95,70,85,50
0601,https://img.pokemondb.net/sprites/scarlet-violet/icon/klinklang.png,Klinklang,,['Steel'],520,60,100,115,70,85,90
0602,https://img.pokemondb.net/sprites/scarlet-violet/icon/tynamo.png,Tynamo,,['Electric'],275,35,55,40,45,40,60
0603,https://img.pokemondb.net/sprites/scarlet-violet/icon/eelektrik.png,Eelektrik,,['Electric'],405,65,85,70,75,70,40
0604,https://img.pokemondb.net/sprites/scarlet-violet/icon/eelektross.png,Eelektross,,['Electric'],515,85,115,80,105,80,50
0605,https://img.pokemondb.net/sprites/scarlet-violet/icon/elgyem.png,Elgyem,,['Psychic'],335,55,55,55,85,55,30
0606,https://img.pokemondb.net/sprites/scarlet-violet/icon/beheeyem.png,Beheeyem,,['Psychic'],485,75,75,75,125,95,40
0607,https://img.pokemondb.net/sprites/scarlet-violet/icon/litwick.png,Litwick,,"['Ghost', 'Fire']",275,50,30,55,65,55,20
0608,https://img.pokemondb.net/sprites/scarlet-violet/icon/lampent.png,Lampent,,"['Ghost', 'Fire']",370,60,40,60,95,60,55
0609,https://img.pokemondb.net/sprites/scarlet-violet/icon/chandelure.png,Chandelure,,"['Ghost', 'Fire']",520,60,55,90,145,90,80
0610,https://img.pokemondb.net/sprites/scarlet-violet/icon/axew.png,Axew,,['Dragon'],320,46,87,60,30,40,57
0611,https://img.pokemondb.net/sprites/scarlet-violet/icon/fraxure.png,Fraxure,,['Dragon'],410,66,117,70,40,50,67
0612,https://img.pokemondb.net/sprites/scarlet-violet/icon/haxorus.png,Haxorus,,['Dragon'],540,76,147,90,60,70,97
0613,https://img.pokemondb.net/sprites/scarlet-violet/icon/cubchoo.png,Cubchoo,,['Ice'],305,55,70,40,60,40,40
0614,https://img.pokemondb.net/sprites/scarlet-violet/icon/beartic.png,Beartic,,['Ice'],505,95,130,80,70,80,50
0615,https://img.pokemondb.net/sprites/scarlet-violet/icon/cryogonal.png,Cryogonal,,['Ice'],515,80,50,50,95,135,105
0616,https://img.pokemondb.net/sprites/scarlet-violet/icon/shelmet.png,Shelmet,,['Bug'],305,50,40,85,40,65,25
0617,https://img.pokemondb.net/sprites/scarlet-violet/icon/accelgor.png,Accelgor,,['Bug'],495,80,70,40,100,60,145
0618,https://img.pokemondb.net/sprites/scarlet-violet/icon/stunfisk.png,Stunfisk,,"['Ground', 'Electric']",471,109,66,84,81,99,32
0618,https://img.pokemondb.net/sprites/scarlet-violet/icon/stunfisk-galarian.png,Stunfisk,Galarian Stunfisk,"['Ground', 'Steel']",471,109,81,99,66,84,32
0619,https://img.pokemondb.net/sprites/scarlet-violet/icon/mienfoo.png,Mienfoo,,['Fighting'],350,45,85,50,55,50,65
0620,https://img.pokemondb.net/sprites/scarlet-violet/icon/mienshao.png,Mienshao,,['Fighting'],510,65,125,60,95,60,105
0621,https://img.pokemondb.net/sprites/scarlet-violet/icon/druddigon.png,Druddigon,,['Dragon'],485,77,120,90,60,90,48
0622,https://img.pokemondb.net/sprites/scarlet-violet/icon/golett.png,Golett,,"['Ground', 'Ghost']",303,59,74,50,35,50,35
0623,https://img.pokemondb.net/sprites/scarlet-violet/icon/golurk.png,Golurk,,"['Ground', 'Ghost']",483,89,124,80,55,80,55
0624,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawniard.png,Pawniard,,"['Dark', 'Steel']",340,45,85,70,40,40,60
0625,https://img.pokemondb.net/sprites/scarlet-violet/icon/bisharp.png,Bisharp,,"['Dark', 'Steel']",490,65,125,100,60,70,70
0626,https://img.pokemondb.net/sprites/scarlet-violet/icon/bouffalant.png,Bouffalant,,['Normal'],490,95,110,95,40,95,55
0627,https://img.pokemondb.net/sprites/scarlet-violet/icon/rufflet.png,Rufflet,,"['Normal', 'Flying']",350,70,83,50,37,50,60
0628,https://img.pokemondb.net/sprites/scarlet-violet/icon/braviary.png,Braviary,,"['Normal', 'Flying']",510,100,123,75,57,75,80
0628,https://img.pokemondb.net/sprites/scarlet-violet/icon/braviary-hisuian.png,Braviary,Hisuian Braviary,"['Psychic', 'Flying']",510,110,83,70,112,70,65
0629,https://img.pokemondb.net/sprites/scarlet-violet/icon/vullaby.png,Vullaby,,"['Dark', 'Flying']",370,70,55,75,45,65,60
0630,https://img.pokemondb.net/sprites/scarlet-violet/icon/mandibuzz.png,Mandibuzz,,"['Dark', 'Flying']",510,110,65,105,55,95,80
0631,https://img.pokemondb.net/sprites/scarlet-violet/icon/heatmor.png,Heatmor,,['Fire'],484,85,97,66,105,66,65
0632,https://img.pokemondb.net/sprites/scarlet-violet/icon/durant.png,Durant,,"['Bug', 'Steel']",484,58,109,112,48,48,109
0633,https://img.pokemondb.net/sprites/scarlet-violet/icon/deino.png,Deino,,"['Dark', 'Dragon']",300,52,65,50,45,50,38
0634,https://img.pokemondb.net/sprites/scarlet-violet/icon/zweilous.png,Zweilous,,"['Dark', 'Dragon']",420,72,85,70,65,70,58
0635,https://img.pokemondb.net/sprites/scarlet-violet/icon/hydreigon.png,Hydreigon,,"['Dark', 'Dragon']",600,92,105,90,125,90,98
0636,https://img.pokemondb.net/sprites/scarlet-violet/icon/larvesta.png,Larvesta,,"['Bug', 'Fire']",360,55,85,55,50,55,60
0637,https://img.pokemondb.net/sprites/scarlet-violet/icon/volcarona.png,Volcarona,,"['Bug', 'Fire']",550,85,60,65,135,105,100
0638,https://img.pokemondb.net/sprites/scarlet-violet/icon/cobalion.png,Cobalion,,"['Steel', 'Fighting']",580,91,90,129,90,72,108
0639,https://img.pokemondb.net/sprites/scarlet-violet/icon/terrakion.png,Terrakion,,"['Rock', 'Fighting']",580,91,129,90,72,90,108
0640,https://img.pokemondb.net/sprites/scarlet-violet/icon/virizion.png,Virizion,,"['Grass', 'Fighting']",580,91,90,72,90,129,108
0641,https://img.pokemondb.net/sprites/scarlet-violet/icon/tornadus-incarnate.png,Tornadus,Incarnate Forme,['Flying'],580,79,115,70,125,80,111
0641,https://img.pokemondb.net/sprites/scarlet-violet/icon/tornadus-therian.png,Tornadus,Therian Forme,['Flying'],580,79,100,80,110,90,121
0642,https://img.pokemondb.net/sprites/scarlet-violet/icon/thundurus-incarnate.png,Thundurus,Incarnate Forme,"['Electric', 'Flying']",580,79,115,70,125,80,111
0642,https://img.pokemondb.net/sprites/scarlet-violet/icon/thundurus-therian.png,Thundurus,Therian Forme,"['Electric', 'Flying']",580,79,105,70,145,80,101
0643,https://img.pokemondb.net/sprites/scarlet-violet/icon/reshiram.png,Reshiram,,"['Dragon', 'Fire']",680,100,120,100,150,120,90
0644,https://img.pokemondb.net/sprites/scarlet-violet/icon/zekrom.png,Zekrom,,"['Dragon', 'Electric']",680,100,150,120,120,100,90
0645,https://img.pokemondb.net/sprites/scarlet-violet/icon/landorus-incarnate.png,Landorus,Incarnate Forme,"['Ground', 'Flying']",600,89,125,90,115,80,101
0645,https://img.pokemondb.net/sprites/scarlet-violet/icon/landorus-therian.png,Landorus,Therian Forme,"['Ground', 'Flying']",600,89,145,90,105,80,91
0646,https://img.pokemondb.net/sprites/scarlet-violet/icon/kyurem.png,Kyurem,,"['Dragon', 'Ice']",660,125,130,90,130,90,95
0646,https://img.pokemondb.net/sprites/scarlet-violet/icon/kyurem-white.png,Kyurem,White Kyurem,"['Dragon', 'Ice']",700,125,120,90,170,100,95
0646,https://img.pokemondb.net/sprites/scarlet-violet/icon/kyurem-black.png,Kyurem,Black Kyurem,"['Dragon', 'Ice']",700,125,170,100,120,90,95
0647,https://img.pokemondb.net/sprites/scarlet-violet/icon/keldeo-ordinary.png,Keldeo,Ordinary Form,"['Water', 'Fighting']",580,91,72,90,129,90,108
0647,https://img.pokemondb.net/sprites/scarlet-violet/icon/keldeo-resolute.png,Keldeo,Resolute Form,"['Water', 'Fighting']",580,91,72,90,129,90,108
0648,https://img.pokemondb.net/sprites/scarlet-violet/icon/meloetta-aria.png,Meloetta,Aria Forme,"['Normal', 'Psychic']",600,100,77,77,128,128,90
0648,https://img.pokemondb.net/sprites/scarlet-violet/icon/meloetta-pirouette.png,Meloetta,Pirouette Forme,"['Normal', 'Fighting']",600,100,128,90,77,77,128
0649,https://img.pokemondb.net/sprites/scarlet-violet/icon/genesect.png,Genesect,,"['Bug', 'Steel']",600,71,120,95,120,95,99
0650,https://img.pokemondb.net/sprites/scarlet-violet/icon/chespin.png,Chespin,,['Grass'],313,56,61,65,48,45,38
0651,https://img.pokemondb.net/sprites/scarlet-violet/icon/quilladin.png,Quilladin,,['Grass'],405,61,78,95,56,58,57
0652,https://img.pokemondb.net/sprites/scarlet-violet/icon/chesnaught.png,Chesnaught,,"['Grass', 'Fighting']",530,88,107,122,74,75,64
0653,https://img.pokemondb.net/sprites/scarlet-violet/icon/fennekin.png,Fennekin,,['Fire'],307,40,45,40,62,60,60
0654,https://img.pokemondb.net/sprites/scarlet-violet/icon/braixen.png,Braixen,,['Fire'],409,59,59,58,90,70,73
0655,https://img.pokemondb.net/sprites/scarlet-violet/icon/delphox.png,Delphox,,"['Fire', 'Psychic']",534,75,69,72,114,100,104
0656,https://img.pokemondb.net/sprites/scarlet-violet/icon/froakie.png,Froakie,,['Water'],314,41,56,40,62,44,71
0657,https://img.pokemondb.net/sprites/scarlet-violet/icon/frogadier.png,Frogadier,,['Water'],405,54,63,52,83,56,97
0658,https://img.pokemondb.net/sprites/scarlet-violet/icon/greninja.png,Greninja,,"['Water', 'Dark']",530,72,95,67,103,71,122
0658,https://img.pokemondb.net/sprites/scarlet-violet/icon/greninja-ash.png,Greninja,Ash-Greninja,"['Water', 'Dark']",640,72,145,67,153,71,132
0659,https://img.pokemondb.net/sprites/scarlet-violet/icon/bunnelby.png,Bunnelby,,['Normal'],237,38,36,38,32,36,57
0660,https://img.pokemondb.net/sprites/scarlet-violet/icon/diggersby.png,Diggersby,,"['Normal', 'Ground']",423,85,56,77,50,77,78
0661,https://img.pokemondb.net/sprites/scarlet-violet/icon/fletchling.png,Fletchling,,"['Normal', 'Flying']",278,45,50,43,40,38,62
0662,https://img.pokemondb.net/sprites/scarlet-violet/icon/fletchinder.png,Fletchinder,,"['Fire', 'Flying']",382,62,73,55,56,52,84
0663,https://img.pokemondb.net/sprites/scarlet-violet/icon/talonflame.png,Talonflame,,"['Fire', 'Flying']",499,78,81,71,74,69,126
0664,https://img.pokemondb.net/sprites/scarlet-violet/icon/scatterbug.png,Scatterbug,,['Bug'],200,38,35,40,27,25,35
0665,https://img.pokemondb.net/sprites/scarlet-violet/icon/spewpa.png,Spewpa,,['Bug'],213,45,22,60,27,30,29
0666,https://img.pokemondb.net/sprites/scarlet-violet/icon/vivillon.png,Vivillon,,"['Bug', 'Flying']",411,80,52,50,90,50,89
0667,https://img.pokemondb.net/sprites/scarlet-violet/icon/litleo.png,Litleo,,"['Fire', 'Normal']",369,62,50,58,73,54,72
0668,https://img.pokemondb.net/sprites/scarlet-violet/icon/pyroar.png,Pyroar,,"['Fire', 'Normal']",507,86,68,72,109,66,106
